datetime,message,ID
20:00:00,loooks like #apd swat is pulling back are they going to negotiate with this crazy guy?,2824
20:00:00,id?b givin up if i was thtat guy #somanyguns #yikes,2826
20:05:00,#apd is evacuating us #standoff,2907
20:05:45,#apd is evacuating people from carlys coffeee across the street - arent we in the line of fire,2917
20:06:13,i think there's a hostage - why isnt #apd doing more #standoff,2931
20:06:58,i guess the swat guys can't see the hostages so they don't want to shoot,2938
20:07:09,the situation near gelato galore is believed to be a hostage situation. we are working to resolve it as quickly and safely as possible. #apd,2958
20:09:00,rt @sofitees #apd is evacuating us #standoff,2984
20:10:00,mom im ok cops r here dont worry im across the street but safe,3012
20:10:17,apd is negotiating with gunmen for peaceful solution.,3028
20:11:17,rt @homelandilluminations apd is negotiating with gunmen for peaceful solution.,3063
20:11:21,#apd are interviewing evacuees from businesses surrounding the gelatogalore standoff #abilapost,3069
20:12:00,rt @sofitees mom im ok cops r here dont worry im across the street but safe,3073
20:13:00,its a standoff what do you know? cops dont do anything at rally they dont do anything at shooting #pok,3095
20:13:00,should got another coffeee this is going to take a long time #standoff,3099
20:15:01,i think they are trying to evacuate us! #standoff,3124
20:17:00,rt @sofitees should got another coffeee this is going to take a long time #standoff,3148
