,message,ID
18:47:38,this guy wants to make a break for it hes going to get us killed!,1341
19:20:00,some of these guys are looking really beat,1894
133,Some moron in a black van just hit my car!,1898
138,Oh no!! That crazy driver hit a guy on a bike outside our shop!!,1924
19:21:01,oh no!! that crazy driver hit a guy on a bike outside our shop!!,1924
19:22:00,rt @greycatcollectibles some of these guys are looking really beat,1939
142,OMG!!!!!!! Some derp in a?balck?van just?hit a guy on a bike!!!!!,1942
19:22:00,omg!!!!!!! some derp in a?balck?van just?hit a guy on a bike!!!!!,1942
19:22:00,omg! a van just hit a guy on a bike.,1943
19:24:18,some guy just got hit by this crazy driver - he's messed up,1985
19:25:08,"poor guy on bike appears to be ok, just shaken.",2017
19:26:55,"titanium frame, carbon wheels. guy's gonna be pissed when he gets over being scared.",2040
19:28:55,"rt @trapanitweets titanium frame, carbon wheels. guy's gonna be pissed when he gets over being scared.",2072
19:35:07,henri -bike guy- done talking to coppers now looking at his trashed bike.,2143
19:41:13,guy here peeked out window?- lots of people outside.,2284
19:41:33,"van guys behind their doors, cops too #troubleatgelato",2301
19:41:48,everyone is hiding some guy just reached up and grabbed his food who can eat in a time like this?,2317
19:42:14,stupid guy is standing up looking out the windows does he want to get shot?,2344
19:43:00,guy here thinks we can make a break for it. he's? chekcing the back room,2381
19:44:28,wonder if the van guys are getting nervous or gonna give up #tag,2470
19:45:00,rt @roger_roger guy here thinks we can make a break for it. he's? chekcing the back room,2495
19:45:00,the guy is screaming at the cops and waving a gun why arentt they shooting him just shot a cop,2507
19:45:22,guy in the van has a gun and he doesn't seem too stable,2526
19:46:00,guy just came back - says he looked out the back door and saw a black van and guys with guns.,2557
19:48:00,rt @roger_roger guy just came back - says he looked out the back door and saw a black van and guys with guns.,2621
19:49:22,rt @sara_nespola guy in the van has a gun and he doesn't seem too stable,2657
19:55:00,big official truck shows up.  not sure who these guys are  #tag,2729
19:56:57,guy who was gonna run came back said police were outside,2757
19:57:00,swat guys are going to take this dude down,2763
19:57:32,i'm leaving if these guys all set up #tag,2772
19:58:00,rt @megaman big official truck shows up.  not sure who these guys are  #tag,2783
19:58:13,guy in the van keeps yeelling at cops cant hear him but looks mad #standoff,2786
19:58:13,black clothes guys yelling at van guys #tag,2788
19:58:13,i can hear the police yelling. sounds like the black van guys have captives.,2793
19:59:31,van guy yells back #canthear #tag #cantbegood,2808
19:59:31,crap guy is threating to kill someone,2811
20:00:00,omg this guy says he has a hostage  #hostage,2820
20:00:00,black clothes guys not setting up. gonna stay put for now.  wish i knew what they said.  #tag,2821
20:00:00,loooks like #apd swat is pulling back are they going to negotiate with this crazy guy?,2824
20:00:00,id?b givin up if i was thtat guy #somanyguns #yikes,2826
20:00:13,rt @megaman black clothes guys yelling at van guys #tag,2829
20:01:00,rt @megaman black clothes guys not setting up. gonna stay put for now.  wish i knew what they said.  #tag,2835
20:02:13,rt @truccotrucco guy in the van keeps yeelling at cops cant hear him but looks mad #standoff,2842
20:01:57,im just seeing someone talking to van guys. if there is anyone in the van they are still in there #tag,2860
20:05:57,rt @megaman im just seeing someone talking to van guys. if there is anyone in the van they are still in there #tag,2921
20:06:58,i guess the swat guys can't see the hostages so they don't want to shoot,2938
20:10:00,swat guy is talking to van dude trying to get him to give up,3006
20:10:17,this guy in the van is craazy why talk to that cant talk to crazy,3029
20:10:29,police have someone talking to van guys  #tag,3036
20:10:38,can't hear words - van guy sounds mad #tag,3041
20:16:14,negotiator guy and van guy still back and forth.  #tag,3140
20:18:01,van guy waving gun at the roofs. thinks swats there?  #tag,3159
20:19:04,"bad guy: """"oh i'm getting out of here"""" yelling  #tag""""",3169
20:20:02,"bad guy: """"im outta here or people die""""  #tag""""",3183
20:21:03,guy in the black van is screaming something at the cops but cant hear what,3206
20:22:04,"rt @megaman bad guy: """"oh i'm getting out of here"""" yelling  #tag""""",3232
20:23:03,@ben the other guy showed her through the van window,3249
20:26:02,negotiator guy calmed them down #tag,3285
20:26:02,they need to put more pressure on this guy ramp up the negoitations,3287
20:27:02,rt @megaman negotiator guy calmed them down #tag,3302
20:27:33,some guy looked out the window says theres a ton of cops,3314
20:31:47,more talk - think van guys are trying to work a deal to leave #tag,3366
20:32:47,rt @megaman more talk - think van guys are trying to work a deal to leave #tag,3380
20:35:02,ha - two of the swat guys just walked by and didn't notice me.  #lucky #tag,3435
21:00:00,van guy looking all around? #tag,3688
21:00:04,what is this guy doing? just give up and now hes back in the van #standoff #gelatogalore,3691
21:00:04,action! van guy bac in van #tag,3692
21:00:04,i wish this guy would just give up #standoff,3693
21:00:04,crazy guy is back in the van - what is going on?,3694
21:01:00,oh no! looks like the two bad guys are fighting!,3707
21:01:00,the screaming guy is back in the van looks like hes in there screaming too - fighting with his partner maybe?,3709
21:01:04,rt @truccotrucco what is this guy doing? just give up and now hes back in the van #standoff #gelatogalore,3711
21:03:00,rt @panopticon the screaming guy is back in the van looks like hes in there screaming too - fighting with his partner maybe?,3729
21:04:04,rt @megaman action! van guy bac in van #tag,3737
285,looks like therye still fighting in the van really animated #standoff,3739
287,someones out of the van! is it over?,3796
21:13:00,@ben its the second van guy!,3797
